country,continent,site_name,pop_den,month_start,year_start,month_end,year_end,examined,pf_pos,pf_pr,pf_pa,method,gdpvl,Roq1,Roq2,Roq3,Roq4,R0G0qt1,permissions_info,source_id1,title1,citation1,source_id2,title2,citation2
Burundi,Africa,Cluster 320741,189.15,5,2003,5,2003,13,5,0.3846,1,Microscopy,686.65,0,0,0,0,0.259,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 320742,189.15,5,2003,5,2003,13,7,0.5385,1,Microscopy,686.65,0,0,0,0,0.259,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 320771,189.15,5,2003,5,2003,15,5,0.3333,1,Microscopy,686.65,0,0,0,0,0.259,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 320772,189.15,5,2003,5,2003,11,4,0.3636,1,Microscopy,686.65,0,0,0,0,0.259,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 320791,189.15,5,2003,5,2003,12,5,0.4167,1,Microscopy,686.65,0,0,0,0,0.259,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 320792,189.15,5,2003,5,2003,11,4,0.3636,1,Microscopy,686.65,0,0,0,0,0.259,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 321001,189.15,5,2003,5,2003,13,6,0.4615,1,Microscopy,686.65,0,0,0.019,0,0.259,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 321002,189.15,5,2003,5,2003,11,5,0.4545,1,Microscopy,686.65,0,0,0.019,0,0.259,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 410081,315.8,11,2003,11,2003,14,9,0.6429,1,Microscopy,686.65,0,0,0,0,0.472,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 410082,314.39,11,2003,11,2003,12,5,0.4167,1,Microscopy,686.65,0,0,0,0,0.472,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 410811,207.5,11,2003,11,2003,13,4,0.3077,1,Microscopy,686.65,0.116,0,0,0,0.693,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 410812,207.5,11,2003,11,2003,12,2,0.1667,1,Microscopy,686.65,0.189,0,0,0,0.795,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 410971,203.76,11,2003,11,2003,13,8,0.6154,1,Microscopy,686.65,0.116,0,0,0,0.693,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 410972,189.62,11,2003,11,2003,11,1,0.0909,1,Microscopy,686.65,0,0,0,0,0.45,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420231,314.38,11,2003,11,2003,12,3,0.25,1,Microscopy,686.65,0,0,0,0,0.472,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420232,314.38,11,2003,11,2003,14,4,0.2857,1,Microscopy,686.65,0,0,0,0,0.472,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420371,207.5,11,2003,11,2003,13,0,0,0,Microscopy,686.65,0.019,0,0,0,0.522,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420372,207.5,11,2003,11,2003,15,2,0.1333,1,Microscopy,686.65,0.019,0,0,0,0.522,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420381,207.5,11,2003,11,2003,11,2,0.1818,1,Microscopy,686.65,0.019,0,0,0,0.522,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420382,207.5,11,2003,11,2003,12,0,0,0,Microscopy,686.65,0.019,0,0,0,0.522,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420401,207.5,11,2003,11,2003,15,4,0.2667,1,Microscopy,686.65,0.019,0,0,0,0.522,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420402,207.5,11,2003,11,2003,14,3,0.2143,1,Microscopy,686.65,0.019,0,0,0,0.522,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420411,207.5,11,2003,11,2003,13,3,0.2308,1,Microscopy,686.65,0.019,0,0,0,0.522,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420412,207.5,11,2003,11,2003,13,3,0.2308,1,Microscopy,686.65,0.019,0,0,0,0.522,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420511,188.76,11,2003,11,2003,13,10,0.7692,1,Microscopy,686.65,0.019,0,0,0,0.522,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420512,189.15,11,2003,11,2003,14,8,0.5714,1,Microscopy,686.65,0.019,0,0,0,0.522,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420561,189.15,11,2003,11,2003,13,6,0.4615,1,Microscopy,686.65,0.019,0,0,0,0.522,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420562,189.15,11,2003,11,2003,9,2,0.2222,1,Microscopy,686.65,0.019,0,0,0,0.522,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420571,189.15,11,2003,11,2003,14,11,0.7857,1,Microscopy,686.65,0.134,0,0,0,0.721,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420572,189.15,11,2003,11,2003,14,7,0.5,1,Microscopy,686.65,0.134,0,0,0,0.721,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420641,189.15,11,2003,11,2003,13,9,0.6923,1,Microscopy,686.65,0.134,0,0,0,0.721,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
Burundi,Africa,Cluster 420642,189.15,11,2003,11,2003,15,7,0.4667,1,Microscopy,686.65,0.134,0,0,0,0.721,NA,2851,Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93",5497,Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.,"Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8"
